,0,1,2
39704,Thunder Bay,Ontario,
39706,Thunder Bay,Ontario,
39707,Thunder Bay,Ontario,
39709,Toronto,Ontario,
39710,Toronto,Ontario,
39712,Toronto,Ontario,
39713,Toronto,Ontario,
39715,Trois-Rivières,Quebec,
39716,Trois-Rivières,Quebec,
39718,Trois-Rivières,Quebec,
39719,Trois-Rivières,Quebec,
39721,Vancouver,British Columbia,
39722,Vancouver,British Columbia,
39724,Vancouver,British Columbia,
39725,Vancouver,British Columbia,
39727,Victoria,British Columbia,
39728,Victoria,British Columbia,
39730,Victoria,British Columbia,
39731,Victoria,British Columbia,
39733,Windsor,Ontario,
39734,Windsor,Ontario,
39736,Windsor,Ontario,
39737,Windsor,Ontario,
39739,Winnipeg,Manitoba,
39740,Winnipeg,Manitoba,
39742,Winnipeg,Manitoba,
39743,Winnipeg,Manitoba,
39751,Abbotsford-Mission,British Columbia,
39752,Abbotsford-Mission,British Columbia,
39754,Abbotsford-Mission,British Columbia,
39755,Abbotsford-Mission,British Columbia,
39757,Barrie,Ontario,
39758,Barrie,Ontario,
39760,Barrie,Ontario,
39761,Barrie,Ontario,
39763,Brantford,Ontario,
39764,Brantford,Ontario,
39766,Brantford,Ontario,
39767,Brantford,Ontario,
39769,Calgary,Alberta,
39770,Calgary,Alberta,
39772,Calgary,Alberta,
39773,Calgary,Alberta,
39775,Edmonton,Alberta,
39776,Edmonton,Alberta,
39778,Edmonton,Alberta,
39779,Edmonton,Alberta,
39781,Greater Sudbury,Ontario,
39782,Greater Sudbury,Ontario,
39784,Greater Sudbury,Ontario,
39785,Greater Sudbury,Ontario,
39787,Guelph,Ontario,
39788,Guelph,Ontario,
39790,Guelph,Ontario,
39791,Guelph,Ontario,
39793,Halifax,Nova Scotia,
39794,Halifax,Nova Scotia,
39796,Halifax,Nova Scotia,
39797,Halifax,Nova Scotia,
39799,Hamilton,Ontario,
39800,Hamilton,Ontario,
39802,Hamilton,Ontario,
39803,Hamilton,Ontario,
39805,Kelowna,British Columbia,
39806,Kelowna,British Columbia,
39808,Kelowna,British Columbia,
39809,Kelowna,British Columbia,
39811,Kingston,Ontario,
39812,Kingston,Ontario,
39814,Kingston,Ontario,
39815,Kingston,Ontario,
39817,Kitchener-Cambridge-Waterloo,Ontario,
39818,Kitchener-Cambridge-Waterloo,Ontario,
39820,Kitchener-Cambridge-Waterloo,Ontario,
39821,Kitchener-Cambridge-Waterloo,Ontario,
39823,London,Ontario,
39824,London,Ontario,
39826,London,Ontario,
39827,London,Ontario,
39829,Moncton,New Brunswick,
39830,Moncton,New Brunswick,
39832,Moncton,New Brunswick,
39833,Moncton,New Brunswick,
39835,Montréal,Quebec,
39836,Montréal,Quebec,
39838,Montréal,Quebec,
39839,Montréal,Quebec,
39841,Oshawa,Ontario,
39842,Oshawa,Ontario,
39844,Oshawa,Ontario,
39845,Oshawa,Ontario,
39847,Ottawa-Gatineau,Ontario/Quebec,
39848,Ottawa-Gatineau,Ontario/Quebec,
39850,Ottawa-Gatineau,Ontario/Quebec,
39851,Ottawa-Gatineau,Ontario/Quebec,
39853,Ottawa-Gatineau,Ontario part,Ontario/Quebec
39854,Ottawa-Gatineau,Ontario part,Ontario/Quebec
39856,Ottawa-Gatineau,Ontario part,Ontario/Quebec
39857,Ottawa-Gatineau,Ontario part,Ontario/Quebec
39859,Ottawa-Gatineau,Quebec part,Ontario/Quebec
39860,Ottawa-Gatineau,Quebec part,Ontario/Quebec
39862,Ottawa-Gatineau,Quebec part,Ontario/Quebec
39863,Ottawa-Gatineau,Quebec part,Ontario/Quebec
39865,Peterborough,Ontario,
39866,Peterborough,Ontario,
39868,Peterborough,Ontario,
39869,Peterborough,Ontario,
39871,Québec,Quebec,
39872,Québec,Quebec,
39874,Québec,Quebec,
39875,Québec,Quebec,
39877,Regina,Saskatchewan,
39878,Regina,Saskatchewan,
39880,Regina,Saskatchewan,
39881,Regina,Saskatchewan,
39883,St. Catharines-Niagara,Ontario,
39884,St. Catharines-Niagara,Ontario,
39886,St. Catharines-Niagara,Ontario,
39887,St. Catharines-Niagara,Ontario,
39889,St. John's,Newfoundland and Labrador,
39890,St. John's,Newfoundland and Labrador,
39892,St. John's,Newfoundland and Labrador,
39893,St. John's,Newfoundland and Labrador,
39895,Saguenay,Quebec,
39896,Saguenay,Quebec,
39898,Saguenay,Quebec,
39899,Saguenay,Quebec,
39901,Saint John,New Brunswick,
39902,Saint John,New Brunswick,
39904,Saint John,New Brunswick,
39905,Saint John,New Brunswick,
39907,Saskatoon,Saskatchewan,
39908,Saskatoon,Saskatchewan,
39910,Saskatoon,Saskatchewan,
39911,Saskatoon,Saskatchewan,
39913,Sherbrooke,Quebec,
39914,Sherbrooke,Quebec,
39916,Sherbrooke,Quebec,
39917,Sherbrooke,Quebec,
39919,Thunder Bay,Ontario,
39920,Thunder Bay,Ontario,
39922,Thunder Bay,Ontario,
39923,Thunder Bay,Ontario,
39925,Toronto,Ontario,
39926,Toronto,Ontario,
39928,Toronto,Ontario,
39929,Toronto,Ontario,
39931,Trois-Rivières,Quebec,
39932,Trois-Rivières,Quebec,
39934,Trois-Rivières,Quebec,
39935,Trois-Rivières,Quebec,
39937,Vancouver,British Columbia,
39938,Vancouver,British Columbia,
39940,Vancouver,British Columbia,
39941,Vancouver,British Columbia,
39943,Victoria,British Columbia,
39944,Victoria,British Columbia,
39946,Victoria,British Columbia,
39947,Victoria,British Columbia,
39949,Windsor,Ontario,
39950,Windsor,Ontario,
39952,Windsor,Ontario,
39953,Windsor,Ontario,
39955,Winnipeg,Manitoba,
39956,Winnipeg,Manitoba,
39958,Winnipeg,Manitoba,
39959,Winnipeg,Manitoba,
39967,Abbotsford-Mission,British Columbia,
39968,Abbotsford-Mission,British Columbia,
39970,Abbotsford-Mission,British Columbia,
39971,Abbotsford-Mission,British Columbia,
39973,Barrie,Ontario,
39974,Barrie,Ontario,
39976,Barrie,Ontario,
39977,Barrie,Ontario,
39979,Brantford,Ontario,
39980,Brantford,Ontario,
39982,Brantford,Ontario,
39983,Brantford,Ontario,
39985,Calgary,Alberta,
39986,Calgary,Alberta,
39988,Calgary,Alberta,
39989,Calgary,Alberta,
39991,Edmonton,Alberta,
39992,Edmonton,Alberta,
39994,Edmonton,Alberta,
39995,Edmonton,Alberta,
39997,Greater Sudbury,Ontario,
39998,Greater Sudbury,Ontario,
40000,Greater Sudbury,Ontario,
40001,Greater Sudbury,Ontario,
40003,Guelph,Ontario,
40004,Guelph,Ontario,
40006,Guelph,Ontario,
40007,Guelph,Ontario,
40009,Halifax,Nova Scotia,
40010,Halifax,Nova Scotia,
40012,Halifax,Nova Scotia,
40013,Halifax,Nova Scotia,
40015,Hamilton,Ontario,
40016,Hamilton,Ontario,
40018,Hamilton,Ontario,
40019,Hamilton,Ontario,
40021,Kelowna,British Columbia,
40022,Kelowna,British Columbia,
40024,Kelowna,British Columbia,
40025,Kelowna,British Columbia,
40027,Kingston,Ontario,
40028,Kingston,Ontario,
40030,Kingston,Ontario,
40031,Kingston,Ontario,
40033,Kitchener-Cambridge-Waterloo,Ontario,
40034,Kitchener-Cambridge-Waterloo,Ontario,
40036,Kitchener-Cambridge-Waterloo,Ontario,
40037,Kitchener-Cambridge-Waterloo,Ontario,
40039,London,Ontario,
40040,London,Ontario,
40042,London,Ontario,
40043,London,Ontario,
40045,Moncton,New Brunswick,
40046,Moncton,New Brunswick,
40048,Moncton,New Brunswick,
40049,Moncton,New Brunswick,
40051,Montréal,Quebec,
40052,Montréal,Quebec,
40054,Montréal,Quebec,
40055,Montréal,Quebec,
40057,Oshawa,Ontario,
40058,Oshawa,Ontario,
40060,Oshawa,Ontario,
40061,Oshawa,Ontario,
40063,Ottawa-Gatineau,Ontario/Quebec,
40064,Ottawa-Gatineau,Ontario/Quebec,
40066,Ottawa-Gatineau,Ontario/Quebec,
40067,Ottawa-Gatineau,Ontario/Quebec,
40069,Ottawa-Gatineau,Ontario part,Ontario/Quebec
40070,Ottawa-Gatineau,Ontario part,Ontario/Quebec
40072,Ottawa-Gatineau,Ontario part,Ontario/Quebec
40073,Ottawa-Gatineau,Ontario part,Ontario/Quebec
40075,Ottawa-Gatineau,Quebec part,Ontario/Quebec
40076,Ottawa-Gatineau,Quebec part,Ontario/Quebec
40078,Ottawa-Gatineau,Quebec part,Ontario/Quebec
40079,Ottawa-Gatineau,Quebec part,Ontario/Quebec
40081,Peterborough,Ontario,
40082,Peterborough,Ontario,
40084,Peterborough,Ontario,
40085,Peterborough,Ontario,
40087,Québec,Quebec,
40088,Québec,Quebec,
40090,Québec,Quebec,
40091,Québec,Quebec,
40093,Regina,Saskatchewan,
40094,Regina,Saskatchewan,
40096,Regina,Saskatchewan,
40097,Regina,Saskatchewan,
40099,St. Catharines-Niagara,Ontario,
40100,St. Catharines-Niagara,Ontario,
40102,St. Catharines-Niagara,Ontario,
40103,St. Catharines-Niagara,Ontario,
40105,St. John's,Newfoundland and Labrador,
40106,St. John's,Newfoundland and Labrador,
40108,St. John's,Newfoundland and Labrador,
40109,St. John's,Newfoundland and Labrador,
40111,Saguenay,Quebec,
40112,Saguenay,Quebec,
40114,Saguenay,Quebec,
40115,Saguenay,Quebec,
40117,Saint John,New Brunswick,
40118,Saint John,New Brunswick,
40120,Saint John,New Brunswick,
40121,Saint John,New Brunswick,
40123,Saskatoon,Saskatchewan,
40124,Saskatoon,Saskatchewan,
40126,Saskatoon,Saskatchewan,
40127,Saskatoon,Saskatchewan,
40129,Sherbrooke,Quebec,
40130,Sherbrooke,Quebec,
40132,Sherbrooke,Quebec,
40133,Sherbrooke,Quebec,
40135,Thunder Bay,Ontario,
40136,Thunder Bay,Ontario,
40138,Thunder Bay,Ontario,
40139,Thunder Bay,Ontario,
40141,Toronto,Ontario,
40142,Toronto,Ontario,
40144,Toronto,Ontario,
40145,Toronto,Ontario,
40147,Trois-Rivières,Quebec,
40148,Trois-Rivières,Quebec,
40150,Trois-Rivières,Quebec,
40151,Trois-Rivières,Quebec,
40153,Vancouver,British Columbia,
40154,Vancouver,British Columbia,
40156,Vancouver,British Columbia,
40157,Vancouver,British Columbia,
40159,Victoria,British Columbia,
40160,Victoria,British Columbia,
40162,Victoria,British Columbia,
40163,Victoria,British Columbia,
40165,Windsor,Ontario,
40166,Windsor,Ontario,
40168,Windsor,Ontario,
40169,Windsor,Ontario,
40171,Winnipeg,Manitoba,
40172,Winnipeg,Manitoba,
40174,Winnipeg,Manitoba,
40175,Winnipeg,Manitoba,
40183,Abbotsford-Mission,British Columbia,
40184,Abbotsford-Mission,British Columbia,
40186,Abbotsford-Mission,British Columbia,
40187,Abbotsford-Mission,British Columbia,
40189,Barrie,Ontario,
40190,Barrie,Ontario,
40192,Barrie,Ontario,
40193,Barrie,Ontario,
40195,Brantford,Ontario,
40196,Brantford,Ontario,
40198,Brantford,Ontario,
40199,Brantford,Ontario,
40201,Calgary,Alberta,
40202,Calgary,Alberta,
40204,Calgary,Alberta,
40205,Calgary,Alberta,
40207,Edmonton,Alberta,
40208,Edmonton,Alberta,
40210,Edmonton,Alberta,
40211,Edmonton,Alberta,
40213,Greater Sudbury,Ontario,
40214,Greater Sudbury,Ontario,
40216,Greater Sudbury,Ontario,
40217,Greater Sudbury,Ontario,
40219,Guelph,Ontario,
40220,Guelph,Ontario,
40222,Guelph,Ontario,
40223,Guelph,Ontario,
40225,Halifax,Nova Scotia,
40226,Halifax,Nova Scotia,
40228,Halifax,Nova Scotia,
40229,Halifax,Nova Scotia,
40231,Hamilton,Ontario,
40232,Hamilton,Ontario,
40234,Hamilton,Ontario,
40235,Hamilton,Ontario,
40237,Kelowna,British Columbia,
40238,Kelowna,British Columbia,
40240,Kelowna,British Columbia,
40241,Kelowna,British Columbia,
40243,Kingston,Ontario,
40244,Kingston,Ontario,
40246,Kingston,Ontario,
40247,Kingston,Ontario,
40249,Kitchener-Cambridge-Waterloo,Ontario,
40250,Kitchener-Cambridge-Waterloo,Ontario,
40252,Kitchener-Cambridge-Waterloo,Ontario,
40253,Kitchener-Cambridge-Waterloo,Ontario,
40255,London,Ontario,
40256,London,Ontario,
40258,London,Ontario,
40259,London,Ontario,
40261,Moncton,New Brunswick,
40262,Moncton,New Brunswick,
40264,Moncton,New Brunswick,
40265,Moncton,New Brunswick,
40267,Montréal,Quebec,
40268,Montréal,Quebec,
40270,Montréal,Quebec,
40271,Montréal,Quebec,
40273,Oshawa,Ontario,
40274,Oshawa,Ontario,
40276,Oshawa,Ontario,
40277,Oshawa,Ontario,
40279,Ottawa-Gatineau,Ontario/Quebec,
40280,Ottawa-Gatineau,Ontario/Quebec,
40282,Ottawa-Gatineau,Ontario/Quebec,
40283,Ottawa-Gatineau,Ontario/Quebec,
40285,Ottawa-Gatineau,Ontario part,Ontario/Quebec
40286,Ottawa-Gatineau,Ontario part,Ontario/Quebec
40288,Ottawa-Gatineau,Ontario part,Ontario/Quebec
40289,Ottawa-Gatineau,Ontario part,Ontario/Quebec
40291,Ottawa-Gatineau,Quebec part,Ontario/Quebec
40292,Ottawa-Gatineau,Quebec part,Ontario/Quebec
40294,Ottawa-Gatineau,Quebec part,Ontario/Quebec
40295,Ottawa-Gatineau,Quebec part,Ontario/Quebec
40297,Peterborough,Ontario,
40298,Peterborough,Ontario,
40300,Peterborough,Ontario,
40301,Peterborough,Ontario,
40303,Québec,Quebec,
40304,Québec,Quebec,
40306,Québec,Quebec,
40307,Québec,Quebec,
40309,Regina,Saskatchewan,
40310,Regina,Saskatchewan,
40312,Regina,Saskatchewan,
40313,Regina,Saskatchewan,
40315,St. Catharines-Niagara,Ontario,
40316,St. Catharines-Niagara,Ontario,
40318,St. Catharines-Niagara,Ontario,
40319,St. Catharines-Niagara,Ontario,
40321,St. John's,Newfoundland and Labrador,
40322,St. John's,Newfoundland and Labrador,
40324,St. John's,Newfoundland and Labrador,
40325,St. John's,Newfoundland and Labrador,
40327,Saguenay,Quebec,
40328,Saguenay,Quebec,
40330,Saguenay,Quebec,
40331,Saguenay,Quebec,
40333,Saint John,New Brunswick,
40334,Saint John,New Brunswick,
40336,Saint John,New Brunswick,
40337,Saint John,New Brunswick,
40339,Saskatoon,Saskatchewan,
40340,Saskatoon,Saskatchewan,
40342,Saskatoon,Saskatchewan,
40343,Saskatoon,Saskatchewan,
40345,Sherbrooke,Quebec,
40346,Sherbrooke,Quebec,
40348,Sherbrooke,Quebec,
40349,Sherbrooke,Quebec,
40351,Thunder Bay,Ontario,
40352,Thunder Bay,Ontario,
40354,Thunder Bay,Ontario,
40355,Thunder Bay,Ontario,
40357,Toronto,Ontario,
40358,Toronto,Ontario,
40360,Toronto,Ontario,
40361,Toronto,Ontario,
40363,Trois-Rivières,Quebec,
40364,Trois-Rivières,Quebec,
40366,Trois-Rivières,Quebec,
40367,Trois-Rivières,Quebec,
40369,Vancouver,British Columbia,
40370,Vancouver,British Columbia,
40372,Vancouver,British Columbia,
40373,Vancouver,British Columbia,
40375,Victoria,British Columbia,
40376,Victoria,British Columbia,
40378,Victoria,British Columbia,
40379,Victoria,British Columbia,
40381,Windsor,Ontario,
40382,Windsor,Ontario,
40384,Windsor,Ontario,
40385,Windsor,Ontario,
40387,Winnipeg,Manitoba,
40388,Winnipeg,Manitoba,
40390,Winnipeg,Manitoba,
40391,Winnipeg,Manitoba,
40399,Abbotsford-Mission,British Columbia,
40400,Abbotsford-Mission,British Columbia,
40402,Abbotsford-Mission,British Columbia,
40403,Abbotsford-Mission,British Columbia,
40405,Barrie,Ontario,
40406,Barrie,Ontario,
40408,Barrie,Ontario,
40409,Barrie,Ontario,
40411,Brantford,Ontario,
40412,Brantford,Ontario,
40414,Brantford,Ontario,
40415,Brantford,Ontario,
40417,Calgary,Alberta,
40418,Calgary,Alberta,
40420,Calgary,Alberta,
40421,Calgary,Alberta,
40423,Edmonton,Alberta,
40424,Edmonton,Alberta,
40426,Edmonton,Alberta,
40427,Edmonton,Alberta,
40429,Greater Sudbury,Ontario,
40430,Greater Sudbury,Ontario,
40432,Greater Sudbury,Ontario,
40433,Greater Sudbury,Ontario,
40435,Guelph,Ontario,
40436,Guelph,Ontario,
40438,Guelph,Ontario,
40439,Guelph,Ontario,
40441,Halifax,Nova Scotia,
40442,Halifax,Nova Scotia,
40444,Halifax,Nova Scotia,
40445,Halifax,Nova Scotia,
40447,Hamilton,Ontario,
40448,Hamilton,Ontario,
40450,Hamilton,Ontario,
40451,Hamilton,Ontario,
40453,Kelowna,British Columbia,
40454,Kelowna,British Columbia,
40456,Kelowna,British Columbia,
40457,Kelowna,British Columbia,
40459,Kingston,Ontario,
40460,Kingston,Ontario,
40462,Kingston,Ontario,
40463,Kingston,Ontario,
40465,Kitchener-Cambridge-Waterloo,Ontario,
40466,Kitchener-Cambridge-Waterloo,Ontario,
40468,Kitchener-Cambridge-Waterloo,Ontario,
40469,Kitchener-Cambridge-Waterloo,Ontario,
40471,London,Ontario,
40472,London,Ontario,
40474,London,Ontario,
40475,London,Ontario,
40477,Moncton,New Brunswick,
40478,Moncton,New Brunswick,
40480,Moncton,New Brunswick,
40481,Moncton,New Brunswick,
40483,Montréal,Quebec,
40484,Montréal,Quebec,
40486,Montréal,Quebec,
40487,Montréal,Quebec,
40489,Oshawa,Ontario,
40490,Oshawa,Ontario,
40492,Oshawa,Ontario,
40493,Oshawa,Ontario,
40495,Ottawa-Gatineau,Ontario/Quebec,
40496,Ottawa-Gatineau,Ontario/Quebec,
40498,Ottawa-Gatineau,Ontario/Quebec,
40499,Ottawa-Gatineau,Ontario/Quebec,
40501,Ottawa-Gatineau,Ontario part,Ontario/Quebec
40502,Ottawa-Gatineau,Ontario part,Ontario/Quebec
40504,Ottawa-Gatineau,Ontario part,Ontario/Quebec
40505,Ottawa-Gatineau,Ontario part,Ontario/Quebec
40507,Ottawa-Gatineau,Quebec part,Ontario/Quebec
40508,Ottawa-Gatineau,Quebec part,Ontario/Quebec
40510,Ottawa-Gatineau,Quebec part,Ontario/Quebec
40511,Ottawa-Gatineau,Quebec part,Ontario/Quebec
40513,Peterborough,Ontario,
40514,Peterborough,Ontario,
40516,Peterborough,Ontario,
40517,Peterborough,Ontario,
40519,Québec,Quebec,
40520,Québec,Quebec,
40522,Québec,Quebec,
40523,Québec,Quebec,
40525,Regina,Saskatchewan,
40526,Regina,Saskatchewan,
40528,Regina,Saskatchewan,
40529,Regina,Saskatchewan,
40531,St. Catharines-Niagara,Ontario,
40532,St. Catharines-Niagara,Ontario,
40534,St. Catharines-Niagara,Ontario,
40535,St. Catharines-Niagara,Ontario,
40537,St. John's,Newfoundland and Labrador,
40538,St. John's,Newfoundland and Labrador,
40540,St. John's,Newfoundland and Labrador,
40541,St. John's,Newfoundland and Labrador,
40543,Saguenay,Quebec,
40544,Saguenay,Quebec,
40546,Saguenay,Quebec,
40547,Saguenay,Quebec,
40549,Saint John,New Brunswick,
40550,Saint John,New Brunswick,
40552,Saint John,New Brunswick,
40553,Saint John,New Brunswick,
40555,Saskatoon,Saskatchewan,
40556,Saskatoon,Saskatchewan,
40558,Saskatoon,Saskatchewan,
40559,Saskatoon,Saskatchewan,
40561,Sherbrooke,Quebec,
40562,Sherbrooke,Quebec,
40564,Sherbrooke,Quebec,
40565,Sherbrooke,Quebec,
40567,Thunder Bay,Ontario,
40568,Thunder Bay,Ontario,
40570,Thunder Bay,Ontario,
40571,Thunder Bay,Ontario,
40573,Toronto,Ontario,
40574,Toronto,Ontario,
40576,Toronto,Ontario,
40577,Toronto,Ontario,
40579,Trois-Rivières,Quebec,
40580,Trois-Rivières,Quebec,
40582,Trois-Rivières,Quebec,
40583,Trois-Rivières,Quebec,
40585,Vancouver,British Columbia,
40586,Vancouver,British Columbia,
40588,Vancouver,British Columbia,
40589,Vancouver,British Columbia,
40591,Victoria,British Columbia,
40592,Victoria,British Columbia,
40594,Victoria,British Columbia,
40595,Victoria,British Columbia,
40597,Windsor,Ontario,
40598,Windsor,Ontario,
40600,Windsor,Ontario,
40601,Windsor,Ontario,
40603,Winnipeg,Manitoba,
40604,Winnipeg,Manitoba,
40606,Winnipeg,Manitoba,
40607,Winnipeg,Manitoba,
40615,Abbotsford-Mission,British Columbia,
40616,Abbotsford-Mission,British Columbia,
40618,Abbotsford-Mission,British Columbia,
40619,Abbotsford-Mission,British Columbia,
40621,Barrie,Ontario,
40622,Barrie,Ontario,
40624,Barrie,Ontario,
40625,Barrie,Ontario,
40627,Brantford,Ontario,
40628,Brantford,Ontario,
40630,Brantford,Ontario,
40631,Brantford,Ontario,
40633,Calgary,Alberta,
40634,Calgary,Alberta,
40636,Calgary,Alberta,
40637,Calgary,Alberta,
40639,Edmonton,Alberta,
40640,Edmonton,Alberta,
40642,Edmonton,Alberta,
40643,Edmonton,Alberta,
40645,Greater Sudbury,Ontario,
40646,Greater Sudbury,Ontario,
40648,Greater Sudbury,Ontario,
40649,Greater Sudbury,Ontario,
40651,Guelph,Ontario,
40652,Guelph,Ontario,
40654,Guelph,Ontario,
40655,Guelph,Ontario,
40657,Halifax,Nova Scotia,
40658,Halifax,Nova Scotia,
40660,Halifax,Nova Scotia,
40661,Halifax,Nova Scotia,
40663,Hamilton,Ontario,
40664,Hamilton,Ontario,
40666,Hamilton,Ontario,
40667,Hamilton,Ontario,
40669,Kelowna,British Columbia,
40670,Kelowna,British Columbia,
40672,Kelowna,British Columbia,
40673,Kelowna,British Columbia,
40675,Kingston,Ontario,
40676,Kingston,Ontario,
40678,Kingston,Ontario,
40679,Kingston,Ontario,
40681,Kitchener-Cambridge-Waterloo,Ontario,
40682,Kitchener-Cambridge-Waterloo,Ontario,
40684,Kitchener-Cambridge-Waterloo,Ontario,
40685,Kitchener-Cambridge-Waterloo,Ontario,
40687,London,Ontario,
40688,London,Ontario,
40690,London,Ontario,
40691,London,Ontario,
40693,Moncton,New Brunswick,
40694,Moncton,New Brunswick,
40696,Moncton,New Brunswick,
40697,Moncton,New Brunswick,
40699,Montréal,Quebec,
40700,Montréal,Quebec,
40702,Montréal,Quebec,
40703,Montréal,Quebec,
40705,Oshawa,Ontario,
40706,Oshawa,Ontario,
40708,Oshawa,Ontario,
40709,Oshawa,Ontario,
40711,Ottawa-Gatineau,Ontario/Quebec,
40712,Ottawa-Gatineau,Ontario/Quebec,
40714,Ottawa-Gatineau,Ontario/Quebec,
40715,Ottawa-Gatineau,Ontario/Quebec,
40717,Ottawa-Gatineau,Ontario part,Ontario/Quebec
40718,Ottawa-Gatineau,Ontario part,Ontario/Quebec
40720,Ottawa-Gatineau,Ontario part,Ontario/Quebec
40721,Ottawa-Gatineau,Ontario part,Ontario/Quebec
40723,Ottawa-Gatineau,Quebec part,Ontario/Quebec
40724,Ottawa-Gatineau,Quebec part,Ontario/Quebec
40726,Ottawa-Gatineau,Quebec part,Ontario/Quebec
40727,Ottawa-Gatineau,Quebec part,Ontario/Quebec
40729,Peterborough,Ontario,
40730,Peterborough,Ontario,
40732,Peterborough,Ontario,
40733,Peterborough,Ontario,
40735,Québec,Quebec,
40736,Québec,Quebec,
40738,Québec,Quebec,
40739,Québec,Quebec,
40741,Regina,Saskatchewan,
40742,Regina,Saskatchewan,
40744,Regina,Saskatchewan,
40745,Regina,Saskatchewan,
40747,St. Catharines-Niagara,Ontario,
40748,St. Catharines-Niagara,Ontario,
40750,St. Catharines-Niagara,Ontario,
40751,St. Catharines-Niagara,Ontario,
40753,St. John's,Newfoundland and Labrador,
40754,St. John's,Newfoundland and Labrador,
40756,St. John's,Newfoundland and Labrador,
40757,St. John's,Newfoundland and Labrador,
40759,Saguenay,Quebec,
40760,Saguenay,Quebec,
40762,Saguenay,Quebec,
40763,Saguenay,Quebec,
40765,Saint John,New Brunswick,
40766,Saint John,New Brunswick,
40768,Saint John,New Brunswick,
40769,Saint John,New Brunswick,
40771,Saskatoon,Saskatchewan,
40772,Saskatoon,Saskatchewan,
40774,Saskatoon,Saskatchewan,
40775,Saskatoon,Saskatchewan,
40777,Sherbrooke,Quebec,
40778,Sherbrooke,Quebec,
40780,Sherbrooke,Quebec,
40781,Sherbrooke,Quebec,
40783,Thunder Bay,Ontario,
40784,Thunder Bay,Ontario,
40786,Thunder Bay,Ontario,
40787,Thunder Bay,Ontario,
40789,Toronto,Ontario,
40790,Toronto,Ontario,
40792,Toronto,Ontario,
40793,Toronto,Ontario,
40795,Trois-Rivières,Quebec,
40796,Trois-Rivières,Quebec,
40798,Trois-Rivières,Quebec,
40799,Trois-Rivières,Quebec,
40801,Vancouver,British Columbia,
